Bib,Name,Country,Gender,Division,Overall Time,Overall Rank,Gender Rank,Age Group Rank,Swim Time,Swim Rank,Gender Swim Rank,Age Group Swim Rank,Bike Time,Bike Rank,Gender Bike Rank,Age Group Bike Rank,Run Time,Run Rank,Gender Run Rank,Age Group Run Rank,Transition 1 Time,Transition 1 Rank,Gender Transition 1 Rank,Age Group Transition 1 Rank,Transition 2 Time,Transition 2 Rank,Gender Transition 2 Rank,Age Group Transition 2 Rank,Finish,Qualifier Time,Qualifier Rank,Gender Qualifier Rank,Qualified
1059,Andre De Medeiros Agra,Brazil,Male,M25-29,04:38:34,50,46,6,00:33:47,97,86,8,02:31:09,174,162,20,01:30:10,23,22,1,00:1:04,16,14,2,00:2:24,152,130,16,FIN,04:36:35,103,101,
1087,Gabriel De Lima Nascimento,Brazil,Male,M25-29,04:39:13,54,49,7,00:34:04,103,92,9,02:25:23,87,83,10,01:35:53,60,55,5,00:1:48,116,107,14,00:2:05,77,67,6,FIN,04:37:14,104,102,
407,JOSE EDSON ALVES JUNIOR,Brazil,Male,M45-49,05:09:08,199,187,20,00:43:53,529,453,64,02:34:56,229,215,28,01:45:28,153,141,14,00:2:27,320,273,35,00:2:24,151,129,11,FIN,04:37:32,105,103,
311,Hermano Bezerra,Brazil,Male,M40-44,05:00:11,155,145,27,00:47:17,706,595,141,02:38:23,292,272,59,01:28:24,19,18,2,00:2:52,456,380,71,00:3:14,380,320,55,FIN,04:38:01,106,104,
788,Wenicius Saraiva Monte,Brazil,Male,M35-39,04:52:49,109,101,24,00:48:22,752,633,117,02:21:45,46,45,15,01:38:12,79,73,12,00:2:25,313,267,48,00:2:05,79,69,15,FIN,04:38:10,107,105,
638,Roberto Vidra Pires Correa,Brazil,Male,M30-34,04:48:33,88,81,14,00:40:35,342,305,47,02:30:33,160,150,26,01:32:06,32,29,7,00:2:22,291,248,40,00:2:57,307,265,57,FIN,04:38:35,108,106,
817,Lucas Santana Nova Da Costa,Brazil,Male,M35-39,04:53:26,111,103,25,00:35:27,141,129,28,02:29:36,146,138,35,01:42:45,126,117,23,00:3:24,586,480,101,00:2:14,113,99,19,FIN,04:38:45,109,107,
705,Victor Cristiano Ramos Gomes,Brazil,Male,M35-39,04:53:30,112,104,26,00:33:00,75,68,12,02:21:07,39,38,13,01:55:35,320,283,59,00:1:19,41,34,2,00:2:28,170,146,33,FIN,04:38:49,110,108,
1266,Paulo Cezar Ramos,Brazil,Male,M55-59,05:25:37,309,282,4,00:42:55,467,403,8,02:36:57,261,245,4,01:59:44,396,347,4,00:1:45,108,100,3,00:4:16,617,509,10,FIN,04:38:53,111,109,
420,Jose Levino,Brazil,Male,M45-49,05:10:46,207,194,21,00:43:56,536,460,66,02:30:42,165,153,20,01:52:14,258,233,24,00:2:22,288,246,30,00:1:30,3,3,1,FIN,04:39:00,112,110,
231,Joao Tertuliano De Barros Neto,Brazil,Male,M40-44,05:01:26,159,149,28,00:38:11,228,205,46,02:27:15,113,108,19,01:50:30,233,214,51,00:2:03,213,190,42,00:3:27,442,373,69,FIN,04:39:11,113,111,
200,Thiago Vilela,Brazil,Male,M40-44,05:01:43,160,150,29,00:40:30,337,302,69,02:43:35,378,347,82,01:33:19,43,39,6,00:1:43,101,93,18,00:2:36,205,173,29,FIN,04:39:26,114,112,
270,Deividi Souza Do Carmo,Brazil,Male,M40-44,05:01:43,161,151,30,00:41:31,386,340,77,02:32:48,207,193,41,01:42:15,119,110,26,00:1:33,68,61,10,00:3:36,474,399,80,FIN,04:39:26,115,113,
